,Cities,Countries
40442,Ganges,France
40443,Gandrange,France
40444,Gan,France
40445,Gambsheim,France
40446,Gambais,France
40447,Gamaches,France
40448,Galluis,France
40449,Gallardon,France
40450,Galgon,France
40451,Gainneville,France
40452,Gaillon,France
40453,Gaillefontaine,France
40454,Gaillard,France
40455,Gaillan-en-Médoc,France
40456,Gaillac-Toulza,France
40457,Gaillac,France
40458,Gagny,France
40459,Gagnac-sur-Garonne,France
40460,Gaël,France
40461,Gacé,France
40462,Gabarret,France
40463,Fuveau,France
40464,Fussy,France
40465,Furiani,France
40466,Furdenheim,France
40467,Fumel,France
40468,Fumay,France
40469,Fublaines,France
40470,Fruges,France
40471,Frouzins,France
40472,Frouard,France
40473,Frotey-lès-Vesoul,France
40474,Frossay,France
40475,Frontonas,France
40476,Fronton,France
40477,Frontignan,France
40478,Frontenex,France
40479,Frontenay-Rohan-Rohan,France
40480,Fronsac,France
40481,Froncles,France
40482,Fromelennes,France
40483,Froidfond,France
40484,Froideconche,France
40485,Froges,France
40486,Friville-Escarbotin,France
40487,Frignicourt,France
40488,Freyming-Merlebach,France
40489,Frévent,France
40490,Fretin,France
40491,Fréthun,France
40492,Fresse-sur-Moselle,France
40493,Fressenneville,France
40494,Fresnoy-le-Grand,France
40495,Fresnes-sur-Escaut,France
40496,Fresnes,France
40497,Fresnay-sur-Sarthe,France
40498,Frépillon,France
40499,Freneuse,France
40500,Frelinghien,France
40501,Fréland,France
40502,Fréjus,France
40503,Fréjairolles,France
40504,Freigné,France
40505,Frasne,France
40506,Frans,France
40507,Franois,France
40508,Frangy,France
40509,Franconville,France
40510,Francheville,France
40511,Francheville,France
40512,Francheleins,France
40513,Fraize,France
40514,Fraisses,France
40515,Fraisans,France
40516,Frahier-et-Chatebier,France
40517,Foussais-Payré,France
40518,Fourqueux,France
40519,Fourques-sur-Garonne,France
40520,Fourques,France
40521,Fournes-en-Weppes,France
40522,Fourmies,France
40523,Fourchambault,France
40524,Fouras,France
40525,Fouquières-lès-Lens,France
40526,Fouquières-lès-Béthune,France
40527,Fouquereuil,France
40528,Foulayronnes,France
40529,Fouillard,France
40530,Fougerolles-du-Plessis,France
40531,Fougerolles,France
40532,Fougères,France
40533,Foug,France
40534,Fouesnant,France
40535,Foucherans,France
40536,Foucarmont,France
40537,Fos-sur-Mer,France
40538,Fosses,France
40539,Fortschwihr,France
40540,Fort-Mardyck,France
40541,Fort-Mahon-Plage,France
40542,Fors,France
40543,Formerie,France
40544,Forges-les-Eaux,France
40545,Forges-les-Bains,France
40546,Forest-sur-Marque,France
40547,Forcalquier,France
40548,Forcalqueiret,France
40549,Forbach,France
40550,Fontvieille,France
40551,Font-Romeu-Odeillo-Via,France
40552,Fontoy,France
40553,Fontevraud-l'Abbaye,France
40554,Fontenilles,France
40555,Fontenay-Trésigny,France
40556,Fontenay-sur-Loing,France
40557,Fontenay-sous-Bois,France
40558,Fontenay-lès-Briis,France
40559,Fontenay-le-Marmion,France
40560,Fontenay-le-Fleury,France
40561,Fontenay-le-Comte,France
40562,Fontenay-en-Parisis,France
40563,Fontenay-aux-Roses,France
40564,Fontenay,France
40565,Fontcouverte,France
40566,Fontannes,France
40567,Fontanil-Cornillon,France
40568,Fontaines-sur-Saône,France
40569,Fontaines-Saint-Martin,France
40570,Fontaines,France
40571,Fontaine-Notre-Dame,France
40572,Fontaine-lès-Luxeuil,France
40573,Fontaine-lès-Dijon,France
40574,Fontaine-le-Dun,France
40575,Fontaine-le-Comte,France
40576,Fontaine-le-Bourg,France
40577,Fontaine-la-Mallet,France
40578,Fontaine-la-Guyon,France
40579,Fontaine-Étoupefour,France
40580,Fontainebleau,France
40581,Fontaine-au-Pire,France
40582,Fontaine,France
40583,Fonsorbes,France
40584,Fondettes,France
40585,Fonbeauzard,France
40586,Folschviller,France
40587,Follainville-Dennemont,France
40588,Folkling,France
40589,Folembray,France
40590,Foix,France
40591,Foissiat,France
40592,Foëcy,France
40593,Flourens,France
40594,Florensac,France
40595,Florange,France
40596,Florac,France
40597,Floirac,France
40598,Floing,France
40599,Flogny-la-Chapelle,France
40600,Flize,France
40601,Flixecourt,France
40602,Flins-sur-Seine,France
40603,Flines-lez-Raches,France
40604,Flines-lès-Mortagne,France
40605,Fléville-devant-Nancy,France
40606,Fleury-sur-Orne,France
40607,Fleury-sur-Andelle,France
40608,Fleury-Mérogis,France
40609,Fleury-les-Aubrais,France
40610,Fleury-la-Vallée,France
40611,Fleury,France
40612,Fleury,France
40613,Fleurines,France
40614,Fleurieu-sur-Saône,France
40615,Fleurie,France
40616,Fleurey-sur-Ouche,France
40617,Fleurbaix,France
40618,Fleurance,France
40619,Flesselles,France
40620,Flers-en-Escrebieux,France
40621,Flers,France
40622,Fléac,France
40623,Flayosc,France
40624,Flaxlanden,France
40625,Flavy-le-Martel,France
40626,Flavin,France
40627,Flavigny-sur-Moselle,France
40628,Flaviac,France
40629,Flassans-sur-Issole,France
40630,Flamanville,France
40631,Fitz-James,France
40632,Fitilieu,France
40633,Fismes,France
40634,Firminy,France
40635,Firmi,France
40636,Finhan,France
40637,Fillinges,France
40638,Fillé,France
40639,Figeac,France
40640,Figanières,France
40641,Feyzin,France
40642,Feytiat,France
40643,Feurs,France
40644,Feuquières-en-Vimeu,France
40645,Feuquières,France
40646,Feuchy,France
40647,Feucherolles,France
40648,Féternes,France
40649,Festubert,France
40650,Fessenheim,France
40651,Fesches-le-Châtel,France
40652,Ferrières-en-Brie,France
40653,Ferrière-la-Grande,France
40654,Ferrette,France
40655,Ferrals-les-Corbières,France
40656,Ferques,France
40657,Férolles-Attilly,France
40658,Férolles,France
40659,Ferney-Voltaire,France
40660,Fermanville,France
40661,Férin,France
40662,Férel,France
40663,Fère-en-Tardenois,France
40664,Fère-Champenoise,France
40665,Fenouillet,France
40666,Feneu,France
40667,Fénay,France
40668,Fenain,France
40669,Felletin,France
40670,Fellering,France
40671,Félines,France
40672,Feillens,France
40673,Feignies,France
40674,Feigères,France
40675,Fégréac,France
40676,Fegersheim,France
40677,Féchain,France
40678,Fécamp,France
40679,Fayl-Billot,France
40680,Fayence,France
40681,Fay-de-Bretagne,France
40682,Fay-aux-Loges,France
40683,Favières,France
40684,Faverolles-sur-Cher,France
40685,Faverney,France
40686,Faverges-de-la-Tour,France
40687,Faverges,France
40688,Fauville-en-Caux,France
40689,Faumont,France
40690,Faulx,France
40691,Faulquemont,France
40692,Farschviller,France
40693,Farnay,France
40694,Fargues-Saint-Hilaire,France
40695,Faremoutiers,France
40696,Fareins,France
40697,Farébersviller,France
40698,Fampoux,France
40699,Fameck,France
40700,Famars,France
40701,Falleron,France
40702,Falicon,France
40703,Falck,France
40704,Falaise,France
40705,Fains-Véel,France
40706,Fagnières,France
40707,Faches-Thumesnil,France
40708,Fabrezan,France
40709,Fabrègues,France
40710,Ézy-sur-Eure,France
40711,Èze,France
40712,Ézanville,France
40713,Eyzin-Pinet,France
40714,Eyvigues-et-Eybènes,France
40715,Eysines,France
40716,Eyragues,France
40717,Eymoutiers,France
40718,Eymet,France
40719,Eyguières,France
40720,Eygalières,France
40721,Eybens,France
40722,Exireuil,France
40723,Exincourt,France
40724,Exideuil,France
40725,Excideuil,France
40726,Évry,France
40727,Évron,France
40728,Évreux,France
40729,Évrecy,France
40730,Évran,France
40731,Évires,France
40732,Évin-Malmaison,France
40733,Évian-les-Bains,France
40734,Évenos,France
40735,Évaux-les-Bains,France
40736,Euville,France
40737,Eurville-Bienville,France
40738,Eurre,France
40739,Eulmont,France
40740,Eu,France
40741,Etzling,France
40742,Étupes,France
40743,Étriché,France
40744,Étreux,France
40745,Étretat,France
40746,Étrépagny,France
40747,Étrembières,France
40748,Étrelles,France
40749,Étreillers,France
40750,Étréchy,France
40751,Étoile-sur-Rhône,France
40752,Étival-lès-le-Mans,France
40753,Étival-Clairefontaine,France
40754,Étiolles,France
40755,Éterville,France
40756,Étel,France
40757,Etaux,France
40758,Étauliers,France
40759,Étaules,France
40760,Étaples,France
40761,Étang-sur-Arroux,France
40762,Étampes-sur-Marne,France
40763,Étampes,France
40764,Étalans,France
40765,Étainhus,France
40766,Étain,France
40767,Étagnac,France
40768,Étables-sur-Mer,France
40769,Esvres,France
40770,Estrées-Saint-Denis,France
40771,Estrées,France
40772,Estrablin,France
40773,Estivareilles,France
40774,Estissac,France
40775,Estillac,France
40776,Estevelles,France
40777,Esternay,France
40778,Estaires,France
40779,Estagel,France
40780,Essômes-sur-Marne,France
40781,Essigny-le-Grand,France
40782,Essey-lès-Nancy,France
40783,Essert,France
40784,Essars,France
40785,Esquibien,France
40786,Esquerdes,France
40787,Esquelbecq,France
40788,Esquéhéries,France
40789,Espéraza,France
40790,Espelette,France
40791,Espaly-Saint-Marcel,France
40792,Espalion,France
40793,Esnandes,France
40794,Eslettes,France
40795,Escoutoux,France
40796,La Baule-Escoublac,France
40797,Esches,France
40798,Eschentzwiller,France
40799,Eschbach,France
40800,Eschau,France
40801,Escautpont,France
40802,Escaudœuvres,France
40803,Escaudain,France
40804,Escalquens,France
40805,Esbly,France
40806,Ervy-le-Châtel,France
40807,Erstein,France
40808,Erre,France
40809,Erquy,France
40810,Erquinghem-Lys,France
40811,Ernolsheim-Bruche,France
40812,Ernée,France
40813,Ermont,France
40814,Ergué-Gabéric,France
40815,Erdeven,France
40816,Ercuis,France
40817,Ercé-près-Liffré,France
40818,Ercé-en-Lamée,France
40819,Erbrée,France
40820,Erbray,France
40821,Éragny,France
40822,Équihen-Plage,France
40823,Équeurdreville-Hainneville,France
40824,Équemauville,France
40825,Épron,France
40826,Eppeville,France
40827,Épouville,France
40828,Épône,France
40829,Épinouze,France
40830,Epiniac,France
40831,Épinay-sur-Seine,France
40832,Épinay-sur-Orge,France
40833,Épinay-sous-Sénart,France
40834,Épinal,France
40835,Épinac,France
40836,Épieds-en-Beauce,France
40837,Epfig,France
40838,Épervans,France
40839,Épernon,France
40840,Épernay,France
40841,Éperlecques,France
40842,Épehy,France
40843,Épaignes,France
40844,Épagny,France
40845,Éoures,France
40846,Envermeu,France
40847,Enval,France
40848,Entzheim,France
40849,Entre-deux-Guiers,France
40850,Entraygues-sur-Truyère,France
40851,Entrange,France
40852,Entrammes,France
40853,Entraigues-sur-la-Sorgue,France
40854,Ensuès-la-Redonne,France
40855,Ensisheim,France
40856,Ennezat,France
40857,Ennevelin,France
40858,Ennetières-en-Weppes,France
40859,Ennery,France
40860,Ennery,France
40861,Englefontaine,France
40862,Enghien-les-Bains,France
40863,Enchenberg,France
40864,Emmerin,France
40865,Émerchicourt,France
40866,Émerainville,France
40867,Embrun,France
40868,Elven,France
40869,Éloyes,France
40870,Elne,France
40871,Elliant,France
40872,Éleu-dit-Leauwette,France
40873,Elbeuf,France
40874,Élancourt,France
40875,Einville-au-Jard,France
40876,Éguzon-Chantôme,France
40877,Eguisheim,France
40878,Éguilles,France
40879,Égriselles-le-Bocage,France
40880,Égreville,France
40881,Égly,France
40882,Égletons,France
40883,Edern,France
40884,Écully,France
40885,Écuisses,France
40886,Écuelles,France
40887,Écueillé,France
40888,Écrouves,France
40889,Écrainville,France
40890,Ecquevilly,France
40891,Ecques,France
40892,Écoyeux,France
40893,Écourt-Saint-Quentin,France
40894,Écouflant,France
40895,Écouen,France
40896,Écouché,France
40897,Écommoy,France
40898,École-Valentin,France
40899,Eckwersheim,France
40900,Eckbolsheim,France
40901,Échirolles,France
40902,Échiré,France
40903,Échillais,France
40904,Échenoz-la-Méline,France
40905,Échenevex,France
40906,Échalas,France
40907,Écaillon,France
40908,Ébreuil,France
40909,Ebersheim,France
40910,Eauze,France
40911,Eaunes,France
40912,Eaubonne,France
40913,Duttlenheim,France
40914,Dury,France
40915,Durtol,France
40916,Durtal,France
40917,Durrenbach,France
40918,Durdat-Larequille,France
40919,Duras,France
40920,Duppigheim,France
40921,Dun-sur-Auron,France
40922,Dun-le-Palestel,France
40923,Dunkerque,France
40924,Dunières,France
40925,Duisans,France
40926,Dugny-sur-Meuse,France
40927,Dugny,France
40928,Duclair,France
40929,Ducey,France
40930,Dry,France
40931,Drusenheim,France
40932,Drumettaz-Clarafond,France
40933,Drulingen,France
40934,Druelle,France
40935,Droue-sur-Drouette,France
40936,Droué,France
40937,Drocourt,France
40938,Dreux,France
40939,Dreuil-lès-Amiens,France
40940,Dreslincourt,France
40941,Drémil-Lafage,France
40942,Drefféac,France
40943,Draveil,France
40944,Drap,France
40945,Drancy,France
40946,Drain,France
40947,Draguignan,France
40948,Dracy-le-Fort,France
40949,Dozulé,France
40950,Doyet,France
40951,Douzy,France
40952,Douvrin,France
40953,Douvres-la-Délivrande,France
40954,Douvaine,France
40955,Doussard,France
40956,Dourgne,France
40957,Dourges,France
40958,Dourdan,France
40959,Doullens,France
40960,Doulaincourt-Saucourt,France
40961,Doué-la-Fontaine,France
40962,Doue,France
40963,Doudeville,France
40964,Douchy-les-Mines,France
40965,Douchy,France
40966,Doubs,France
40967,Douarnenez,France
40968,Douai,France
40969,Dossenheim-sur-Zinsel,France
40970,Dortan,France
40971,Dornes,France
40972,Dormans,France
40973,Dorlisheim,France
40974,Dordives,France
40975,Donzy,France
40976,Donzère,France
40977,Donzenac,France
40978,Donville-les-Bains,France
40979,Donnery,France
40980,Donnemarie-Dontilly,France
40981,Donges,France
40982,Doncourt-lès-Conflans,France
40983,Donchery,France
40984,Don,France
40985,Dompierre-sur-Yon,France
40986,Dompierre-sur-Veyle,France
40987,Dompierre-sur-Mer,France
40988,Dompierre-sur-Besbre,France
40989,Domont,France
40990,Domme,France
40991,Dommartin-lès-Toul,France
40992,Dommartin-lès-Remiremont,France
40993,Dom-le-Mesnil,France
40994,Domgermain,France
40995,Domfront,France
40996,Domessin,France
40997,Domérat,France
40998,Domène,France
40999,Dombasle-sur-Meurthe,France
41000,Domart-en-Ponthieu,France
41001,Domarin,France
41002,Domancy,France
41003,Domalain,France
41004,Domagné,France
41005,Dolus-d'Oléron,France
41006,Dolomieu,France
41007,Dollon,France
41008,Dole,France
41009,Dol-de-Bretagne,France
41010,Doingt,France
41011,Dogneville,France
41012,Docelles,France
41013,Dizy,France
41014,Divonne-les-Bains,France
41015,Divion,France
41016,Dives-sur-Mer,France
41017,Distroff,France
41018,Distré,France
41019,Dissay,France
41020,Dirinon,France
41021,Dirac,France
41022,Diou,France
41023,Dinsheim-sur-Bruche,France
41024,Dingy-Saint-Clair,France
41025,Dingsheim,France
41026,Dingé,France
41027,Dinéault,France
41028,Dinard,France
41029,Dinan,France
41030,Dijon,France
41031,Digosville,France
41032,Digoin,France
41033,Digne-les-Bains,France
41034,Dignac,France
41035,Diges,France
41036,Dieuze,France
41037,Dieulouard,France
41038,Dieulefit,France
41039,Dieue-sur-Meuse,France
41040,Dietwiller,France
41041,Diesen,France
41042,Dieppe,France
41043,Diémoz,France
41044,Diemeringen,France
41045,Diebling,France
41046,Die,France
41047,Didenheim,France
41048,Dhuizon,France
41049,Deyvillers,France
41050,Déville-lès-Rouen,France
41051,Deville,France
41052,Devecey,France
41053,Deûlémont,France
41054,Deuil-la-Barre,France
41055,Dettwiller,France
41056,Desvres,France
41057,Dessenheim,France
41058,Désertines,France
41059,Désaignes,France
41060,Derval,France
41061,Déols,France
41062,Denicé,France
41063,Denguin,France
41064,Denée,France
41065,Denain,France
41066,Démouville,France
41067,Demigny,France
41068,Delle,France
41069,Decize,France
41070,Décines-Charpieu,France
41071,Dechy,France
41072,Decazeville,France
41073,Deauville,France
41074,Dax,France
41075,Davézieux,France
41076,Daux,France
41077,Daumeray,France
41078,Dauendorf,France
41079,Dasle,France
41080,Darvoy,France
41081,Darnieulles,France
41082,Darney,France
41083,Darnétal,France
41084,Dargnies,France
41085,Dardilly,France
41086,Daoulas,France
41087,Dannes,France
41088,Dannemarie-sur-Crête,France
41089,Dannemarie,France
41090,Danjoutin,France
41091,Dangé-Saint-Romain,France
41092,Damville,France
41093,Damprichard,France
41094,Dampmart,France
41095,Dampierre-sur-Salon,France
41096,Dampierre-les-Bois,France
41097,Dampierre-en-Burly,France
41098,Dampierre-en-Yvelines,France
41099,Dampierre,France
41100,Damparis,France
41101,Dammartin-en-Goële,France
41102,Dammarie-les-Lys,France
41103,Dammarie,France
41104,Damigny,France
41105,Damgan,France
41106,Damery,France
41107,Damelevières,France
41108,Dambach-la-Ville,France
41109,Damazan,France
41110,Dallet,France
41111,Daix,France
41112,Dainville,France
41113,Dagneux,France
41114,Dadonville,France
41115,Dachstein,France
41116,Dabo,France
41117,Cysoing,France
41118,Cuzieu,France
41119,Cuxac-Cabardès,France
41120,Cuverville,France
41121,Cuttoli-Corticchiato,France
41122,Cusy,France
41123,Custines,France
41124,Cusset,France
41125,Cussac,France
41126,Cussac-Fort-Médoc,France
41127,Cussac-sur-Loire,France
41128,Curtin,France
41129,Curgy,France
41130,Curgies,France
41131,Cunlhat,France
41132,Cunac,France
41133,Culoz,France
41134,Culhat,France
41135,Cuisiat,France
41136,Cuisery,France
41137,Cuise-la-Motte,France
41138,Cuiseaux,France
41139,Cuincy,France
41140,Cuinchy,France
41141,Cugnaux,France
41142,Cuges-les-Pins,France
41143,Cugand,France
41144,Cuffy,France
41145,Cuffies,France
41146,Cuers,France
41147,Cucuron,France
41148,Cucq,France
41149,Cubzac-les-Ponts,France
41150,Cublize,France
41151,Cublac,France
41152,Crusnes,France
41153,Cruseilles,France
41154,Cruet,France
41155,Cruas,France
41156,Crozon,France
41157,Crouy-sur-Ourcq,France
41158,Crouy-en-Thelle,France
41159,Crouy,France
